21:00:02, 1024,13403,1,WIFI,0.021000
21:00:03, 1024,13403,2,WIFI,0.023000
21:00:04, 1024,13403,3,WIFI,0.059000
21:00:05, 1024,13403,4,WIFI,0.027000
21:00:06, 1024,13403,5,WIFI,0.017000
21:00:07, 1024,13403,6,WIFI,0.025000
21:00:08, 1024,13403,7,WIFI,0.024000
21:00:09, 1024,13403,8,WIFI,0.018000
21:00:10, 1024,13403,9,WIFI,0.016000
21:00:11, 1024,13403,10,WIFI,0.018000
21:00:12, 1024,13403,11,WIFI,0.017000
21:00:13, 1024,13403,12,WIFI,0.017000
21:00:14, 1024,13403,13,WIFI,0.012000
21:00:15, 1024,13403,14,WIFI,0.019000
21:00:16, 1024,13403,15,WIFI,0.018000
21:00:17, 1024,13403,16,WIFI,0.016000
21:00:18, 1024,13403,17,WIFI,0.010000
21:00:19, 1024,13403,18,WIFI,0.018000
21:00:20, 1024,13403,19,WIFI,0.019000
21:00:21, 1024,13403,20,WIFI,0.023000
21:00:22, 1024,13403,21,WIFI,0.027000
21:00:37, 10240,13403,2,WIFI,0.513000
21:00:39, 10240,13403,5,WIFI,0.024000
21:00:45, 10240,13403,10,WIFI,1.038000
21:00:46, 10240,13403,12,WIFI,0.044000
21:00:50, 10240,13403,15,WIFI,1.025000
21:00:52, 10240,13403,18,WIFI,0.035000
21:00:55, 10240,13403,21,WIFI,0.054000
21:00:58, 10240,13403,24,WIFI,0.041000
21:01:04, 10240,13403,30,WIFI,0.059000
21:01:09, 10240,13403,35,WIFI,0.022000
21:01:13, 10240,13403,39,WIFI,0.090000
21:01:18, 10240,13403,44,WIFI,0.049000
21:01:21, 10240,13403,47,WIFI,0.047000
21:01:24, 10240,13403,50,WIFI,0.057000
21:01:29, 10240,13403,55,WIFI,0.041000
21:01:32, 10240,13403,58,WIFI,0.055000
21:01:36, 10240,13403,62,WIFI,0.092000
21:01:39, 10240,13403,65,WIFI,0.066000
21:01:42, 10240,13403,68,WIFI,0.109000
21:01:45, 10240,13403,71,WIFI,0.047000
21:01:49, 10240,13403,75,WIFI,0.062000
21:01:52, 10240,13403,78,WIFI,0.072000
21:01:55, 10240,13403,81,WIFI,0.049000
21:01:58, 10240,13403,84,WIFI,0.082000
21:02:01, 10240,13403,87,WIFI,0.022000
21:02:05, 10240,13403,91,WIFI,0.061000
21:02:08, 10240,13403,94,WIFI,0.120000
21:02:11, 10240,13403,97,WIFI,0.091000
21:02:17, 10240,13403,103,WIFI,0.160000
21:02:20, 10240,13403,106,WIFI,0.114000
21:02:23, 10240,13403,109,WIFI,0.027000
21:02:26, 10240,13403,112,WIFI,0.130000
21:02:30, 10240,13403,116,WIFI,0.118000
21:02:33, 10240,13403,119,WIFI,0.035000
