21:13:14, 10240,13403,1,WIFI,0.095000
21:13:15, 10240,13403,2,WIFI,0.121000
21:13:16, 10240,13403,3,WIFI,0.172000
21:13:17, 10240,13403,4,WIFI,0.109000
21:13:18, 10240,13403,5,WIFI,0.098000
21:13:19, 10240,13403,6,WIFI,0.080000
21:13:20, 10240,13403,7,WIFI,0.079000
21:13:21, 10240,13403,8,WIFI,0.085000
21:13:22, 10240,13403,9,WIFI,0.088000
21:13:23, 10240,13403,10,WIFI,0.120000
21:13:24, 10240,13403,11,WIFI,0.112000
21:13:25, 10240,13403,12,WIFI,0.138000
21:13:26, 10240,13403,13,WIFI,0.161000
21:13:27, 10240,13403,14,WIFI,0.130000
21:13:28, 10240,13403,15,WIFI,0.099000
21:13:29, 10240,13403,16,WIFI,0.098000
