21:12:07, 10240,13403,1,WIFI,12.932000
21:12:13, 10240,13403,2,WIFI,18.164000
21:12:15, 10240,13403,3,WIFI,19.008000
21:12:18, 10240,13403,4,WIFI,20.831000
21:12:20, 10240,13403,5,WIFI,21.282000
21:12:20, 10240,13403,6,WIFI,20.974000
21:12:21, 10240,13403,7,WIFI,20.637000
21:12:21, 10240,13403,8,WIFI,20.261000
21:12:22, 10240,13403,9,WIFI,19.833000
21:12:23, 10240,13403,10,WIFI,19.402000
21:12:23, 10240,13403,11,WIFI,18.974000
21:12:24, 10240,13403,12,WIFI,18.415000
21:12:24, 10240,13403,13,WIFI,17.881000
21:12:25, 10240,13403,14,WIFI,17.451000
21:12:25, 10240,13403,15,WIFI,16.860000
21:12:26, 10240,13403,16,WIFI,16.502000
21:12:26, 10240,13403,17,WIFI,15.921000
21:12:27, 10240,13403,18,WIFI,15.448000
21:12:27, 10240,13403,19,WIFI,14.916000
21:12:28, 10240,13403,20,WIFI,14.425000
21:12:28, 10240,13403,21,WIFI,13.884000
21:12:28, 10240,13403,22,WIFI,13.223000
21:12:29, 10240,13403,23,WIFI,12.867000
21:12:29, 10240,13403,24,WIFI,12.181000
21:12:30, 10240,13403,25,WIFI,11.441000
21:12:30, 10240,13403,26,WIFI,10.620000
21:12:30, 10240,13403,27,WIFI,9.862000
21:12:30, 10240,13403,28,WIFI,9.070000
21:12:30, 10240,13403,29,WIFI,8.284000
21:12:31, 10240,13403,30,WIFI,7.486000
21:12:31, 10240,13403,31,WIFI,6.669000
21:12:31, 10240,13403,32,WIFI,5.872000
21:12:31, 10240,13403,33,WIFI,5.098000
21:12:38, 10240,13403,34,WIFI,10.468000
21:12:38, 10240,13403,35,WIFI,9.592000
21:12:38, 10240,13403,36,WIFI,8.674000
21:12:38, 10240,13403,37,WIFI,7.703000
21:12:38, 10240,13403,38,WIFI,6.743000
21:12:38, 10240,13403,39,WIFI,5.769000
21:12:38, 10240,13403,40,WIFI,4.782000
21:12:38, 10240,13403,41,WIFI,3.799000
21:12:38, 10240,13403,42,WIFI,2.822000
21:12:38, 10240,13403,43,WIFI,1.854000
21:12:38, 10240,13403,44,WIFI,0.888000
21:12:38, 10240,13403,45,WIFI,0.023000
21:12:39, 10240,13403,46,WIFI,0.119000
21:12:40, 10240,13403,47,WIFI,0.107000
21:12:41, 10240,13403,48,WIFI,0.103000
21:12:42, 10240,13403,49,WIFI,0.094000
21:12:43, 10240,13403,50,WIFI,0.095000
21:12:44, 10240,13403,51,WIFI,0.123000
21:12:45, 10240,13403,52,WIFI,0.110000
21:12:46, 10240,13403,53,WIFI,0.100000
21:12:47, 10240,13403,54,WIFI,0.138000
21:12:48, 10240,13403,55,WIFI,0.127000
21:12:49, 10240,13403,56,WIFI,0.119000
21:12:50, 10240,13403,57,WIFI,0.112000
21:12:51, 10240,13403,58,WIFI,0.100000
21:12:52, 10240,13403,59,WIFI,0.134000
21:12:53, 10240,13403,60,WIFI,0.266000
21:12:54, 10240,13403,61,WIFI,0.121000
21:12:55, 10240,13403,62,WIFI,0.078000
21:12:56, 10240,13403,63,WIFI,0.050000
